keyword,bm25
エジプト革命,0.3353417147204157
—,0.021391308138771738
アラブ世界,0.3353417147204157
変動,0.1163641490594180
行方,0.2308866581533221
民衆,0.1236472429996999
体制,0.1628447627717677
打倒,0.151460225693155
ムバーラク,0.1690082640100170
バーテル,0.1690082640100170
駄目,0.1690082640100170
大小,0.1690082640100170
様々,0.1004499981384741
革命,0.7882058933540693
経験,0.07759257674003194
エジプト,0.1411952813165663
近現代史,0.1282629808319258
二,0.08819993380685460
〇,0.05094645808051338
一,0.1048706440887640
年,0.09527552155837265
政治,0.06411872688180468
暴力,0.1197446922687072
腐敗,0.5010619404235954
宗教,0.09446546923683813
者,0.05242162102010062
一般市民,0.1690082640100170
地道,0.1282629808319258
抵抗運動,0.1690082640100170
結実,0.1339121873762843
アメリカ,0.07625982335337195
駆け引き,0.1282629808319258
パレスチナ問題,0.3353417147204157
影響,0.07499373614837484
大国,0.1004499981384741
新た,0.07691743091997191
国,0.0633275228687312
づくり,0.0972813094529886
模索,0.113382298623115
1,0.00344904636605933
章,0.0193688161802589
系譜,0.108302025411591
結束,0.15146022569315
声,0.0875176976538331
言葉の力,0.169008264010017
騒乱,0.169008264010017
起点,0.169008264010017
九,0.0684944963973795
六,0.078286221989382
八,0.0699696593369669
冬の時代,0.169008264010017
春,0.113382298623115
2,0.00337598291604819
背景,0.0896286254764096
の,0.0149702301925227
期待,0.113382298623115
抑圧,0.265705010342353
ピラミッド,0.15146022569315
歴史,0.0473874196463274
起原,0.169008264010017
3,0.00385470857277292
ナセル,0.169008264010017
七月革命,0.169008264010017
再,0.0896286254764096
検討,0.119744692268707
軍,0.108302025411591
管理,0.0875176976538331
ムスリム同胞団,0.169008264010017
迷い,0.133912187376284
憲法改正,0.169008264010017
動き,0.0988161107425515
共和,0.169008264010017
制,0.104072806046823
道,0.069969659336966
