keyword,bm25
本,0.030569266202251
学科,0.0
日本史,8.71820492296142
東洋史,5.76694793208727
西洋史,5.1047780542991
考古学,6.9878455090747496
分野,0.0
対象,0.0923691499389541
1年,0.013881679581674699
次,0.0
各,0.199835288989195
概説,0.781720147881564
こと,0.0
全体,0.0548654232611117
興味,0.135823558868191
関心,0.153923747745456
コース,0.0700003209677328
2年,0.0151404298922913
選択,0.0519701286381867
専門的,0.107741065977587
探究,0.11887091549886901
主体的,0.164526127015169
真実,0.9769420670645561
歴史,3.23796567824121
実践,0.0
それ,0.069220257313646
現代,0.613496739939858
問い直し,0.148658483830759
未来,0.438770760911107
知恵,0.365096603895259
さまざま,0.0308914185313909
時代,0.729733685506216
地域,0.344905735041729
真理,0.16099388480989402
ため,0.0
洞察,0.164526127015169
力,0.0439446385906779
史学,3.99928635836239
科,0.219134708487849
3分,0.09887880726988771
野,0.14151591926019302
制,0.102250485014464
領域,0.0214261591219387
可能,0.0843958828629679
他,0.0462140973329472
時代の流れ,0.16099388480989402
視野,0.072696313241843
個人,0.0638998089930595
自由,0.158970788914899
アプローチ,0.16442102488395
2,0.036402324690137
3年,0.0076569720441193
いずれ,0.058664854019727194
所属,0.08410567786486871
方向性,0.129194665176491
卒業研究,0.0625864603383708
学生,0.06233762872336379
学び,0.030569266202251
サポート,0.0220172308066147
の,0.124490405086445
第一線,0.0638998089930595
活躍,0.0126223936529834
著名,0.195555014115583
教授,0.23428288679692
たち,0.10615955459537602
世界中,0.148658483830759
学者,0.22298772574613798
研究,0.0909247415322198
交流,0.374613258486987
新た,0.137046703336898
学びや,0.138229050908439
発見,0.14151591926019302
5月,0.269884256030962
全員,0.0375496387239425
参加,0.05587714636083099
研修,0.212183476077159
旅行,0.34643702574438096
実施,0.0469265460573479
際,0.192651878604627
班,0.269884256030962
ごと,0.0672008242402468
見学,0.23083196644058399
地,0.121225772200203
調査,0.7479634068304519
発表,0.0879785309908125
多彩,0.049310070218340094
関係性,0.138229050908439
とき,0.121225772200203
問題,0.0424485951286067
柔軟,0.0879785309908125
思考,0.027432711630555898
歴史学,2.8296158951647903
過去,1.6099291940032698
探求,0.133251161769617
現在,0.26251171955470104
理解,0.0
指針,0.176091195461315
学問,0.169163334122746
第一,0.16099388480989402
固定観念,0.269884256030962
先入観,0.269884256030962
原,0.22298772574613798
