keyword,bm25
がん放置療法,0.488905984373462
すすめ,0.357685923868491
—,0.0311871088610067
患者,0.558815067320516
150人,0.488905984373462
証言,0.612458870993241
人,0.186195330532622
癌,1.4020175835137
治療,0.541952402520403
著者,0.14334525592885
不利益,0.488905984373462
放置,0.993348846439921
転移,0.856522844109993
多数,0.357685923868491
さん,0.273269082414811
たち,0.120980536099308
従来,0.295633802244353
増大,0.336617438057959
イメージ,0.259277092888117
1,0.00997737843545928
章,0.116669964907988
前立腺がん,0.488905984373462
2,0.00976602097220943
子宮頚がん,0.488905984373462
3,0.0111508753745478
乳がん,0.488905984373462
4,0.0160424558576264
肺がん,0.438143135601628
5,0.0306237575432484
胃がん,0.488905984373462
6,0.0568251716270087
腎がん,0.488905984373462
7,0.0980097274848389
膀胱がん,0.488905984373462
終章,0.169841062067206
がん,0.320275450861787
哲学,0.253170614893781
