keyword,bm25
本,0.0849033817867198
課程,1.9200726865551299
初等中等教育,1.50453812429942
特別支援教育,9.71277021368078
2,0.173137145529153
専攻,1.28862916227626
それぞれ,0.26058829541687
専門性,0.460720378810014
基盤,0.850525022554974
実践,0.0
力,0.26951603524600304
学校,4.56582419175298
教員,0.7838085750892549
養成,0.13789008850036
各々,1.09017094387696
教育課程,1.1332488614890601
自己,0.8708167781571199
形成,0.418163015257218
科目,0.0
群,1.10791085478228
臨床,0.9634508002575031
教育,0.0
発展,0.338769132775805
3,0.0849033817867198
教科,14.7736706098971
専門,0.0
基礎,0.0
的,0.0
知識,0.0
技能,0.36734880823026
修得,0.0430660732934856
育成,0.0
はじめ,0.154302588063516
現場,0.37780942331956696
これ,0.152930597390417
反応,0.828734360844916
働きかけ,1.09017094387696
向上,0.13253788718488801
経験,0.25713090256725996
明らか,0.483133996703508
到達,0.770592846118493
点,0.483133996703508
課題,0.352464936713746
もと,0.103878034795601
自身,0.32191354337413397
これら,0.22611415373365298
1年,0.0281005115473927
次,0.0
4年,0.0859281638481751
長期,0.414367180422458
継続,0.636064594093925
型,0.426774996257983
実習,0.154742192778206
地域,0.26058829541687
協働,1.06614309882647
プログラム,0.283692995923941
私たち,0.174489222780447
世界,0.13253788718488801
変化,0.284854367701262
よう,0.10728316795294199
社会,0.0
教師,2.8706794015352
の,0.23117948646820902
人間,0.0708364993633378
自然,0.442868545346445
知的,0.509156263086452
探究,0.0947890826639941
心,0.221697413671467
確か,0.883639440921321
ため,0.0
高度,0.0430660732934856
専門知識,0.137370388721023
視野,0.086876461803975
必要,0.0989370681945012
論理,0.458791792171251
表現力,0.33867955965783597
魅力,0.550688042189823
人,0.0
づくり,0.174489222780447
所属,0.9346047825288121
コース,0.46811620475973004
科学,0.0732081391217688
選,1.50453812429942
修,3.7204622153577303
対応,0.41546712118937096
各,0.597140393491277
特別支援学校,7.6243846537108695
性,0.22107221574962002
新設,0.600116142689877
学習指導,1.50453812429942
いじめ,1.9609995663526902
不登校,1.65550140972727
中心,0.0645225257277736
現代,1.4581408590951699
子ども,3.28758983533095
理解,0.0
児童,0.600116142689877
生徒,0.897501177125967
支援,1.38439775708816
発達,1.49318876014833
用意,0.0215586253900302
社会的,0.20932996924192498
卒業,0.338769132775805
時,0.590661803747635
小学校教員,1.7928717984482903
免許,6.769257600414099
中学校,3.49946317282682
高等学校,1.0987677468536599
多様,0.0523653947689448
教員免許,2.0188549946285503
取得,0.39605628386487995
教育学部,2.4832521145909
・,0.509156263086452
こと,0.0
大切,0.234484172498668
学び,0.0849033817867198
場,0.174489222780447
学校教育,10.6310468967743
活躍,0.0140836093277019
教員養成課程,6.823006069660289
構成,0.137370388721023
各種,0.261436583032041
状,1.52384706770985
4,0.0567363029994968
系,0.46685030749580597
指導,1.35055027338149
幼,1.2431015412673698
小,1.43874701811448
中,0.177067194599854
身,0.0
学生,0.173137145529153
付属,0.636064594093925
幼稚園,5.355961443051569
公立,1.7928717984482903
協力,0.7870136942019881
校,0.5672977778128749
教育実習,3.58410521744779
必修,0.152930597390417
さ,0.326723536594618
児童生徒,1.2431015412673698
喜び,1.5393564009754401
体験,0.208717491967792
内,0.234484172498668
教職,1.37311190665016
就職,0.13253788718488801
室,0.24771968005441097
先輩,0.828734360844916
同窓生,1.2431015412673698
方々,0.675803763454499
様々,0.0887437650126297
授業,0.10728316795294199
総合的,0.12274062825010099
人間力,0.600116142689877
愛情,1.50453812429942
意欲,0.6765551363017289
小学校,9.31731392785228
入学,0.987358742546577
専修,3.73313706259063
分野,0.0
決定,0.9164944698762639
自分,0.18100069735497898
得意,0.720228375203292
学問分野,0.435925805812488
選択,0.029027646920476397
毎,0.9816649582353331
募集,0.828734360844916
専,2.17775395796548
内容,0.310895200941212
学際,0.29046422995251703
力量,1.65550140972727
生徒指導,3.0055046628291198
学校経営,1.50453812429942
｢,0.720228375203292
｣,0.828734360844916
指導力,3.57725164785666
スペシャリスト,0.142596436924616
乳幼児,1.35000325310185
就学,1.09017094387696
前,0.458791792171251
子どもたち,5.36182807998033
対象,0.0859140082029021
幼稚園教諭,2.4803081435718197
保育士,1.43874701811448
能力,0.182370958954159
資質,0.537107808672559
保護者,0.828734360844916
教職員,0.828734360844916
保育,1.27061925021008
特別,0.9634508002575031
教諭,2.84202921306423
大切なもの,1.09017094387696
何,0.29046422995251703
次世代,0.305861194780834
新しい時代,1.79607969227326
人材,0.0140836093277019
4年間,0.13253788718488801
個々,0.356225665696035
本当,0.600116142689877
チカラ,1.09017094387696
伝達,0.636064594093925
一流,1.09017094387696
さまざま,0.0645225257277736
カリキュラム,0.0
大学,0.137370388721023
内外,0.720228375203292
教育現場,3.38368170815345
学部,0.152930597390417
全員,0.20932996924192498
連携,0.06876681628105019
ほか,0.10460648062490101
附属学校,2.4832521145909
園,2.4832521145909
小・中学校,0.9816649582353331
その他,0.600116142689877
教育機関,0.636064594093925
体制,0.163555898945044
本学,0.12274062825010099
部,0.39397447021693005
野外教育,1.50453812429942
国語教育,1.2431015412673698
英語教育,0.483133996703508
社会科教育,1.50453812429942
数学教育,1.2431015412673698
理科教育,1.2431015412673698
音楽教育,1.2431015412673698
図画工作,1.2431015412673698
美術教育,1.2431015412673698
保健,0.6765551363017289
体育,1.35000325310185
ものづくり,0.9651210935846579
技術,0.22107221574962002
家庭,0.9164944698762639
科,0.152930597390417
心理,0.46841170883093197
14,1.09017094387696
設置,0.0708364993633378
未来,0.163555898945044
教育者,1.27061925021008
豊か,0.10728316795294199
教養,0.171624067270744
展開,0.0523653947689448
演習,0.0215586253900302
機会,0.152930597390417
多数,0.221697413671467
過程,0.374628011061884
生きる力,0.828734360844916
指定,0.414367180422458
履修,0.0732081391217688
中学,0.435925805812488
高校,0.29046422995251703
将来,0.0859140082029021
姿,0.537107808672559
