keyword,bm25
フランス語,1.22731613241105
1年,0.013452359860269901
次,0.0
外国人,0.347324850663554
教員,0.16614163111248198
会話,0.918384229879593
週,0.5322886580323171
6回,0.169782397335026
授業,0.0791666120783783
専門科,0.053900670068439904
目,0.04963655616427581
コミュニケーション,0.312079275051011
コース,0.0320882321455936
語学,0.590938812673402
文章,0.263054247888905
言語教育,0.061295181188501996
芸術文化,0.10524731603971
文学,0.8592935389075809
美術,0.154937538693909
音楽,0.104302126667738
舞台芸術,0.0744536355321122
現代社会,0.077865183221759
歴史,0.256454673150473
政治経済,0.0744536355321122
現代思想,0.0848980883252875
地域,0.06785085276080391
現代,0.0111701117678621
フランス,0.565574144234186
国内,0.025585361224661003
最大級,0.10275299830720801
数,0.0486531835947017
ネイティブスピーカー,0.263054247888905
実践,0.0
的,0.0
運用,1.21728871359368
能力,0.164321875211042
1,0.0998625042517982
クラス,0.52666186960974
25,0.0744536355321122
名,0.10142874038185301
程度,0.163900726770558
少,0.134596774742123
人数,0.111320438743693
制,0.175054670852619
実地,0.043440271206581504
総合的,0.0335223080057395
体系,0.038826181368826804
用意,0.0235290273816058
導入,0.188499398851133
入門,0.179010359104055
受講,0.046256742235597004
4年間,0.06333123546370491
学習,0.0155356517237461
法,0.06333123546370491
進路,0.0711524710175686
さまざま,0.0117721476932232
相談,0.034773018904647596
習得,0.08659567303388731
フランス語圏,0.520921784772747
社会,0.0
研究,0.0230238982604185
日本人,0.420784378954107
ネイティブ,0.835116131355514
協力,0.0538089028302796
4,0.00971450707505447
技能,0.050275303440323
徹底,0.144034147535611
2年,0.0215901413261687
9時間,0.20548931937214499
密度,0.043440271206581504
基礎力,0.06265654651361789
3,0.0339319781482932
4年,0.026465865158199802
テレビ,0.05659872555019171
雑誌,0.134075475297906
映画,0.09230105448212819
メディア,0.0659449163475538
材料,0.028299362775095798
理解,0.0
力,0.0349448793542008
表現力,0.046256742235597004
養成,0.00817478624747146
開講,0.15209376368983
基礎,0.0
科目,0.0
世界,0.5225825575021681
文化,0.793356140708321
知識,0.0
専門,0.0
履修,0.062449846315365404
諸,0.128040738239929
吸収,0.26053590348713
様々,0.0363754732131739
学問,0.041052716311514
分野,0.0
方法論,0.271074708581895
以降,0.17601318441841599
コア,0.220002605870299
学び,0.013595899425517099
一つ,0.215130861399812
フランス語学,0.169782397335026
科,0.0939390833612256
場合,0.21922675572970501
ヨーロッパ,0.65496518901542
言語,1.50094042379555
市民社会,0.0744536355321122
国際協力,0.154937538693909
論,0.12492353809542599
学生,0.08298693218007261
よう,0.0249975652902914
演習,0.016182765199661702
